CustomerID,Recency,Frequency,Monetary,rfm_code,rfm_label,cluster,cluster_name,dbscan,R_score,F_score,M_score,RFMScore,Total_score,segment
13302,156,1,63.75,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13304,352,1,300.42,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13305,5,10,2000.86,010,Frequent low spenders,0,Platinum,0,1,1,1,111,3,Champions
13307,121,1,15.0,100,Lost low value,2,Silver,1,3,4,4,344,11,Regular
13308,23,3,1385.51,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
13309,8,5,1456.79,010,Frequent low spenders,1,Gold,0,1,2,2,122,5,Promising
13310,29,3,1132.03,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
13311,5,2,598.57,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
13313,23,5,1555.32,010,Frequent low spenders,1,Gold,0,2,2,2,222,6,Regular
13314,2,3,775.94,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
13316,38,4,5732.93,001,Big new spenders,1,Gold,0,2,2,1,221,5,Big spenders
13317,67,6,2273.68,011,Champions,1,Gold,0,3,1,1,311,5,Loyal
13318,2,3,640.76,000,New / promising,1,Gold,0,1,2,3,123,6,Promising
13319,6,26,10845.550000000001,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13320,79,4,1532.2,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
13321,73,2,567.36,000,New / promising,2,Silver,0,3,3,3,333,9,Regular
13322,18,1,199.48000000000002,000,New / promising,2,Silver,1,1,4,4,144,9,Promising
13323,4,5,787.85,010,Frequent low spenders,1,Gold,0,1,2,2,122,5,Promising
13324,37,10,7121.95,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
13325,82,1,675.3,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
13327,39,8,3627.77,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
13328,317,1,1308.48,100,Lost low value,2,Silver,1,4,4,2,442,10,At risk
13329,32,2,789.0,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
13330,93,3,1140.93,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
13332,15,1,350.9,000,New / promising,1,Gold,1,1,4,3,143,8,Promising
13334,83,3,3502.32,001,Big new spenders,1,Gold,0,3,2,1,321,6,Big spenders
13336,78,1,795.12,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
13338,158,1,487.02,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13339,201,1,860.12,100,Lost low value,2,Silver,1,4,4,2,442,10,At risk
13340,46,7,10736.48,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
13341,261,1,775.85,100,Lost low value,2,Silver,1,4,4,2,442,10,At risk
13343,178,1,353.43,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13344,68,3,2511.69,001,Big new spenders,1,Gold,0,3,2,1,321,6,Big spenders
13345,288,1,389.5,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13347,71,1,341.36,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
13348,65,1,233.76,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
13349,11,1,247.32,000,New / promising,1,Gold,1,1,4,4,144,9,Promising
13350,17,2,979.12,000,New / promising,1,Gold,0,1,3,2,132,6,Promising
13351,67,1,373.94,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
13352,61,1,397.97999999999996,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
13354,72,1,743.53,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
13355,123,1,674.7,100,Lost low value,2,Silver,1,3,4,2,342,9,At risk
13356,81,1,768.24,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
13357,258,1,609.4,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13358,269,1,439.03,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13359,64,1,439.56,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
13362,10,4,3090.7400000000002,001,Big new spenders,1,Gold,0,1,2,1,121,4,Big spenders
13363,18,2,992.5,000,New / promising,1,Gold,0,1,3,2,132,6,Promising
13364,72,1,134.95999999999998,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
13365,34,2,2225.37,001,Big new spenders,1,Gold,0,2,3,1,231,6,Big spenders
13366,51,1,56.160000000000004,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
13368,257,2,623.4,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13369,366,1,308.28000000000003,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13370,372,1,754.87,100,Lost low value,2,Silver,1,4,4,2,442,10,At risk
13372,90,1,378.64,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
13373,61,3,3312.25,001,Big new spenders,1,Gold,0,3,2,1,321,6,Big spenders
13375,89,1,778.65,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
13376,100,3,1019.76,100,Lost low value,1,Gold,0,3,2,2,322,7,At risk
13379,27,3,572.56,000,New / promising,1,Gold,0,2,2,3,223,7,Regular
13381,32,6,3639.31,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
13382,281,1,222.99,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13384,31,7,4151.93,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
13385,330,1,534.57,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13388,132,2,677.1,100,Lost low value,2,Silver,0,3,3,2,332,8,At risk
13389,12,3,797.96,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
13390,75,1,544.08,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
13391,204,1,59.8,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13394,2,8,2520.02,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13395,186,1,307.72,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13396,30,2,1360.99,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
13397,73,5,1544.13,010,Frequent low spenders,1,Gold,0,3,2,2,322,7,At risk
13398,193,1,457.34,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13402,128,2,621.23,100,Lost low value,2,Silver,0,3,3,3,333,9,Regular
13403,18,1,75.0,000,New / promising,2,Silver,1,1,4,4,144,9,Promising
13404,2,2,252.49,000,New / promising,1,Gold,0,1,3,4,134,8,Promising
13405,75,3,572.451,000,New / promising,1,Gold,0,3,2,3,323,8,At risk
13408,2,62,28117.04,011,Champions,0,Platinum,-1,1,1,1,111,3,Champions
13410,25,5,1003.06,010,Frequent low spenders,1,Gold,0,2,2,2,222,6,Regular
13411,108,1,213.55,100,Lost low value,2,Silver,1,3,4,4,344,11,Regular
13414,134,3,1390.5,100,Lost low value,1,Gold,0,3,2,2,322,7,At risk
13416,44,2,712.5,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
13417,5,2,640.83,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
13418,12,18,6127.43,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13419,64,1,221.06,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
13420,150,2,159.85,100,Lost low value,2,Silver,0,4,3,4,434,11,Lost
13421,41,2,1833.71,000,New / promising,1,Gold,0,2,3,1,231,6,Big spenders
13422,65,1,2626.3,001,Big new spenders,1,Gold,1,3,4,1,341,8,Big spenders
13425,109,3,1624.21,100,Lost low value,1,Gold,0,3,2,2,322,7,At risk
13426,1,10,3641.32,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13427,20,3,582.6,000,New / promising,1,Gold,0,2,2,3,223,7,Regular
13428,11,1,201.78,000,New / promising,1,Gold,1,1,4,4,144,9,Promising
13429,11,4,1006.8,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
13430,19,2,679.45,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
13431,68,2,1269.1,000,New / promising,1,Gold,0,3,3,2,332,8,At risk
13434,75,2,534.24,000,New / promising,2,Silver,0,3,3,3,333,9,Regular
13435,6,7,3809.8900000000003,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13436,2,1,196.89,000,New / promising,1,Gold,1,1,4,4,144,9,Promising
13437,15,7,3408.06,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13439,256,1,283.71,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13441,92,1,296.64,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
13447,24,3,1129.14,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
13448,17,6,3534.69,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13449,24,1,291.88,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
13450,27,6,2043.7199999999998,010,Frequent low spenders,1,Gold,0,2,1,1,211,4,Loyal
13451,27,5,2898.2599999999998,011,Champions,1,Gold,0,2,2,1,221,5,Big spenders
13452,260,2,590.0,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13453,166,2,356.97999999999996,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13455,25,2,1058.34,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
13456,18,6,1766.72,010,Frequent low spenders,1,Gold,0,1,1,1,111,3,Champions
13458,8,14,9646.57,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13460,30,2,183.44,000,New / promising,2,Silver,0,2,3,4,234,9,Regular
13461,39,3,1445.0,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
13462,253,1,151.5,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13464,59,1,674.68,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
13466,185,1,307.9,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13467,11,2,1071.91,000,New / promising,1,Gold,0,1,3,2,132,6,Promising
13468,2,37,5704.97,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13470,100,2,165.0,100,Lost low value,2,Silver,0,3,3,4,334,10,Regular
13471,2,4,2501.84,001,Big new spenders,0,Platinum,0,1,2,1,121,4,Big spenders
13473,61,2,422.64,000,New / promising,2,Silver,0,3,3,3,333,9,Regular
13474,237,1,226.84,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13475,192,4,1431.78,100,Lost low value,1,Gold,0,4,2,2,422,8,At risk
13476,179,2,1238.47,100,Lost low value,2,Silver,0,4,3,2,432,9,At risk
13477,38,6,1454.58,010,Frequent low spenders,1,Gold,0,2,1,2,212,5,Loyal
13479,201,2,300.95,100,Lost low value,2,Silver,0,4,3,4,434,11,Lost
13481,46,5,1804.56,010,Frequent low spenders,1,Gold,0,2,2,1,221,5,Big spenders
13482,233,1,184.64,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13483,66,1,140.34,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
13484,242,1,313.8,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13485,234,1,454.24,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13486,79,3,1122.41,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
13487,58,3,575.4,000,New / promising,1,Gold,0,3,2,3,323,8,At risk
13488,18,13,8968.31,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13489,106,4,449.52,100,Lost low value,1,Gold,0,3,2,3,323,8,At risk
13491,52,10,1215.82,010,Frequent low spenders,1,Gold,0,3,1,2,312,6,Loyal
13492,137,3,1269.84,100,Lost low value,1,Gold,0,3,2,2,322,7,At risk
13493,276,2,618.63,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13494,312,1,316.26000000000005,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13495,8,5,2044.8700000000001,010,Frequent low spenders,0,Platinum,0,1,2,1,121,4,Big spenders
13496,11,2,653.33,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
13497,283,2,348.05,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13499,18,5,1159.11,010,Frequent low spenders,1,Gold,0,1,2,2,122,5,Promising
13500,24,3,1166.77,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
13501,289,1,1340.32,100,Lost low value,2,Silver,1,4,4,2,442,10,At risk
13502,17,3,292.0,000,New / promising,1,Gold,0,1,2,4,124,7,Promising
13503,72,1,216.85,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
13504,65,1,295.93,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
13505,73,4,4393.63,001,Big new spenders,1,Gold,0,3,2,1,321,6,Big spenders
13506,317,2,458.52,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13507,4,4,2479.16,001,Big new spenders,0,Platinum,0,1,2,1,121,4,Big spenders
13508,244,1,110.97,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13509,9,7,979.72,010,Frequent low spenders,1,Gold,0,1,1,2,112,4,Loyal
13510,2,4,1791.56,000,New / promising,0,Platinum,0,1,2,1,121,4,Big spenders
13512,261,1,251.21,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13513,127,1,205.1,100,Lost low value,2,Silver,1,3,4,4,344,11,Regular
13514,74,1,152.20000000000002,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
13515,73,4,891.12,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
13516,22,3,1389.41,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
13517,60,3,2128.42,001,Big new spenders,1,Gold,0,3,2,1,321,6,Big spenders
13518,86,1,627.16,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
13519,79,1,122.75,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
13520,59,6,3624.35,011,Champions,1,Gold,0,3,1,1,311,5,Loyal
13521,2,3,1071.73,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
13522,31,1,125.80000000000001,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
13523,34,5,3964.88,011,Champions,1,Gold,0,2,2,1,221,5,Big spenders
13524,41,5,680.1800000000001,010,Frequent low spenders,1,Gold,0,2,2,2,222,6,Regular
13525,15,2,628.78,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
13527,34,7,2242.36,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
13529,79,2,307.76,000,New / promising,2,Silver,0,3,3,3,333,9,Regular
13531,206,2,483.8,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13532,34,1,210.31,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
13533,183,3,269.09,100,Lost low value,2,Silver,0,4,2,4,424,10,At risk
13534,3,25,5870.08,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13536,2,7,3444.39,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13538,44,7,1280.85,010,Frequent low spenders,1,Gold,0,2,1,2,212,5,Loyal
13539,86,3,631.34,000,New / promising,1,Gold,0,3,2,3,323,8,At risk
13544,40,2,276.06,000,New / promising,2,Silver,0,2,3,4,234,9,Regular
13546,13,3,621.09,000,New / promising,1,Gold,0,1,2,3,123,6,Promising
13548,97,2,678.16,100,Lost low value,2,Silver,0,3,3,2,332,8,At risk
13549,26,7,918.2,010,Frequent low spenders,1,Gold,0,2,1,2,212,5,Loyal
13551,320,1,91.80000000000001,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13552,67,12,3740.07,011,Champions,0,Platinum,0,3,1,1,311,5,Loyal
13555,74,4,4098.88,001,Big new spenders,1,Gold,0,3,2,1,321,6,Big spenders
13557,29,2,584.06,000,New / promising,1,Gold,0,2,3,3,233,8,Regular
13558,6,4,594.52,000,New / promising,1,Gold,0,1,2,3,123,6,Promising
13560,8,1,171.42000000000002,000,New / promising,1,Gold,1,1,4,4,144,9,Promising
13561,216,1,141.85999999999999,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13562,82,3,1799.33,000,New / promising,1,Gold,0,3,2,1,321,6,Big spenders
13563,85,2,777.53,000,New / promising,1,Gold,0,3,3,2,332,8,At risk
13564,145,3,1724.67,100,Lost low value,1,Gold,0,4,2,1,421,7,Big spenders
13565,20,2,240.22,000,New / promising,1,Gold,0,2,3,4,234,9,Regular
13566,41,2,856.84,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
13568,174,1,187.05,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13569,18,2,338.62,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
13570,244,1,239.49,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13571,13,12,2088.94,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13572,206,1,1384.25,100,Lost low value,2,Silver,1,4,4,2,442,10,At risk
13573,51,2,290.25,000,New / promising,2,Silver,0,2,3,4,234,9,Regular
13575,24,5,732.0699999999999,010,Frequent low spenders,1,Gold,0,2,2,2,222,6,Regular
13576,11,18,6717.34,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13577,26,4,1687.6000000000001,000,New / promising,1,Gold,0,2,2,1,221,5,Big spenders
13579,15,2,467.04,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
13581,310,1,118.0,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13583,156,1,781.03,100,Lost low value,2,Silver,1,4,4,2,442,10,At risk
13584,307,1,142.4,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13587,64,1,712.4,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
13588,16,9,2478.95,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13589,15,2,379.65,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
13590,12,6,1981.92,010,Frequent low spenders,0,Platinum,0,1,1,1,111,3,Champions
13591,65,3,1117.13,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
13592,36,4,247.95999999999998,000,New / promising,1,Gold,0,2,2,4,224,8,Regular
13593,109,5,2011.88,110,Lapsed regulars,1,Gold,0,3,2,1,321,6,Big spenders
13594,53,1,396.97,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
13596,6,2,664.11,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
13598,48,1,160.04,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
13599,2,21,5149.92,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13600,313,1,219.52,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13601,46,2,693.32,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
13602,65,1,428.89,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
13603,27,1,164.34,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
13606,30,3,276.75,000,New / promising,1,Gold,0,2,2,4,224,8,Regular
13607,41,1,675.51,000,New / promising,1,Gold,1,2,4,2,242,8,Regular
13610,13,7,1082.33,010,Frequent low spenders,1,Gold,0,1,1,2,112,4,Loyal
13611,90,3,1154.4,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
13614,25,4,1585.46,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
13615,319,1,417.69,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13617,41,3,544.18,000,New / promising,1,Gold,0,2,2,3,223,7,Regular
13618,174,1,177.34,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13621,117,1,213.85,100,Lost low value,2,Silver,1,3,4,4,344,11,Regular
13623,31,5,727.74,010,Frequent low spenders,1,Gold,0,2,2,2,222,6,Regular
13626,253,1,257.23,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13627,60,5,1638.47,010,Frequent low spenders,1,Gold,0,3,2,2,322,7,At risk
13629,24,11,7792.36,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
13630,6,7,2031.78,010,Frequent low spenders,0,Platinum,0,1,1,1,111,3,Champions
13631,100,11,3070.42,111,Loyal at risk,0,Platinum,0,3,1,1,311,5,Loyal
13632,25,5,2118.93,011,Champions,1,Gold,0,2,2,1,221,5,Big spenders
13634,34,5,1547.3600000000001,010,Frequent low spenders,1,Gold,0,2,2,2,222,6,Regular
13635,68,1,1071.03,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
13636,37,5,949.12,010,Frequent low spenders,1,Gold,0,2,2,2,222,6,Regular
13637,53,3,804.3,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
13638,16,1,122.64,000,New / promising,2,Silver,1,1,4,4,144,9,Promising
13639,75,1,1033.34,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
13642,216,1,312.28,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13643,32,3,519.44,000,New / promising,1,Gold,0,2,2,3,223,7,Regular
13644,17,4,2624.26,001,Big new spenders,1,Gold,0,1,2,1,121,4,Big spenders
13645,121,1,252.1,100,Lost low value,2,Silver,1,3,4,4,344,11,Regular
13647,10,4,1648.1200000000001,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
13649,257,2,346.6,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13650,17,6,1836.34,010,Frequent low spenders,1,Gold,0,1,1,1,111,3,Champions
13651,36,2,94.2,000,New / promising,2,Silver,0,2,3,4,234,9,Regular
13652,46,3,1095.08,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
13654,44,6,2707.33,011,Champions,1,Gold,0,2,1,1,211,4,Loyal
13655,115,2,932.97,100,Lost low value,2,Silver,0,3,3,2,332,8,At risk
13656,165,2,379.65,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13657,11,2,382.14,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
13658,10,5,2639.17,011,Champions,0,Platinum,0,1,2,1,121,4,Big spenders
13659,206,2,1563.0,100,Lost low value,2,Silver,0,4,3,2,432,9,At risk
13662,86,3,881.26,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
13663,180,1,189.47,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13666,61,3,84.65,000,New / promising,2,Silver,0,3,2,4,324,9,At risk
13667,150,1,299.05,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13668,3,21,6309.83,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13669,51,2,218.55,000,New / promising,2,Silver,0,2,3,4,234,9,Regular
13670,76,1,349.7,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
13672,302,2,186.39000000000001,100,Lost low value,2,Silver,0,4,3,4,434,11,Lost
13673,19,2,387.44,000,New / promising,1,Gold,0,2,3,3,233,8,Regular
13675,152,2,486.82000000000005,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13678,152,1,232.6,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13680,2,4,3719.12,001,Big new spenders,0,Platinum,0,1,2,1,121,4,Big spenders
13681,18,4,827.83,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
13682,188,1,59.5,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13684,286,1,65.13,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13685,3,7,3119.44,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13686,183,1,72.0,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13689,64,1,910.0,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
13690,60,1,172.25,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
13692,25,3,1488.32,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
13694,4,50,65039.62,011,Champions,0,Platinum,-1,1,1,1,111,3,Champions
13695,32,15,2504.13,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
13697,39,1,151.29999999999998,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
13699,156,1,308.58000000000004,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13700,27,10,2248.63,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
13703,319,1,99.5,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13704,6,9,2308.06,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13705,8,3,711.86,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
13706,303,1,330.79,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13707,268,2,806.41,100,Lost low value,2,Silver,0,4,3,2,432,9,At risk
13708,272,1,285.33,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13709,4,13,6307.650000000001,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13710,32,1,180.48,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
13711,219,2,252.06,100,Lost low value,2,Silver,0,4,3,4,434,11,Lost
13712,247,1,228.84,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13715,282,5,1077.39,110,Lapsed regulars,1,Gold,0,4,2,2,422,8,At risk
13716,270,1,138.28,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13717,33,6,1445.01,010,Frequent low spenders,1,Gold,0,2,1,2,212,5,Loyal
13718,247,2,306.55,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13719,16,5,1041.68,010,Frequent low spenders,1,Gold,0,1,2,2,122,5,Promising
13720,117,4,799.9,100,Lost low value,1,Gold,0,3,2,2,322,7,At risk
13721,37,1,524.14,000,New / promising,2,Silver,1,2,4,3,243,9,Regular
13722,132,3,2375.41,101,High-value lost,1,Gold,0,3,2,1,321,6,Big spenders
13723,218,1,199.85000000000002,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13725,50,8,1980.56,010,Frequent low spenders,0,Platinum,0,2,1,1,211,4,Loyal
13726,39,2,1079.6599999999999,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
13727,29,2,333.48,000,New / promising,1,Gold,0,2,3,3,233,8,Regular
13728,37,6,1016.14,010,Frequent low spenders,1,Gold,0,2,1,2,212,5,Loyal
13730,136,2,752.6,100,Lost low value,2,Silver,0,3,3,2,332,8,At risk
13731,220,2,610.59,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
13732,29,1,491.86,000,New / promising,1,Gold,1,2,4,3,243,9,Regular
13735,25,4,2883.54,001,Big new spenders,1,Gold,0,2,2,1,221,5,Big spenders
13736,6,2,729.8,000,New / promising,1,Gold,0,1,3,2,132,6,Promising
13737,201,1,339.59999999999997,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13739,19,1,216.9,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
13740,241,1,350.75,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
13741,72,3,668.4300000000001,000,New / promising,1,Gold,0,3,2,3,323,8,At risk
13742,17,12,3107.87,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13743,3,7,1341.6,010,Frequent low spenders,0,Platinum,0,1,1,2,112,4,Loyal
13744,96,2,1080.52,100,Lost low value,1,Gold,0,3,3,2,332,8,At risk
13745,163,1,300.04,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13747,374,1,79.6,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13748,96,5,948.25,110,Lapsed regulars,1,Gold,0,3,2,2,322,7,At risk
13750,54,5,1647.26,010,Frequent low spenders,1,Gold,0,3,2,2,322,7,At risk
13751,289,1,296.25,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
13752,125,6,1175.38,110,Lapsed regulars,1,Gold,0,3,1,2,312,6,Loyal
13753,288,1,741.26,100,Lost low value,2,Silver,1,4,4,2,442,10,At risk
13754,152,2,282.59999999999997,100,Lost low value,2,Silver,0,4,3,4,434,11,Lost
13755,4,9,2108.06,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13756,3,14,5189.52,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13758,12,7,3190.55,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
13759,34,2,659.4100000000001,000,New / promising,1,Gold,0,2,3,3,233,8,Regular
13760,55,2,286.79,000,New / promising,2,Silver,0,3,3,4,334,10,Regular
13761,51,2,1070.65,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
13762,219,1,306.72,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
